51641	0
71103	1
43408	2
7254	3
7165	4
278	5
48610	6
10646	7
51603	8
43549	9
45664	10
7049	11
35468	12
6357	13
42348	14
44255	15
50701	16
16458	17
10562	18
42439	19
33365	20
22618	21
16237	22
80135	23
6997	24
70507	25
46365	26
31400	27
33043	28
16477	29
31668	30
19752	31
30888	32
6913	33
7017	34
32508	35
51276	36
2696	37
42098	38
42325	39
43069	40
50769	41
60548	42
43067	43
32800	44
30098	45
10648	46
51656	47
42100	48
33674	49
6091	50
45014	51
7018	52
7187	53
84	54
16053	55
7154	56
33124	57
6412	58
1775	59
45941	60
6308	61
42772	62
10324	63
87	64
6519	65
32147	66
43062	67
51254	68
6650	69
1934	70
34472	71
16197	72
22904	73
6605	74
73	75
50848	76
30029	77
2694	78
50865	79
44248	80
30855	81
31669	82
48468	83
55001	84
30154	85
32582	86
10498	87
19220	88
725	89
902	90
6584	91
280	92
55082	93
43405	94
9309	95
48864	96
6417	97
42127	98
32272	99
749	100
43632	101
42113	102
9966	103
32569	104
6888	105
9143	106
10906	107
75	108
8380	109
71028	110
33121	111
18212	112
19226	113
51168	114
32989	115
70647	116
10639	117
7126	118
30814	119
226	120
6730	121
34655	122
51252	123
6195	124
6302	125
10948	126
46907	127
14812	128
31098	129
5996	130
10869	131
8064	132
70972	133
42509	134
32200	135
723	136
42981	137
7163	138
22900	139
6886	140
32944	141
46417	142
10001	143
46036	144
30799	145
15980	146
43523	147
42516	148
8033	149
32205	150
30036	151
18958	152
6974	153
2562	154
10553	155
10017	156
30595	157
34613	158
34390	159
45595	160
51969	161
46530	162
6400	163
60627	164
43039	165
16246	166
43543	167
6310	168
43281	169
43436	170
8154	171
30252	172
19318	173
31327	174
32268	175
32787	176
70199	177
42108	178
10677	179
1510	180
18193	181
7067	182
71173	183
70882	184
8213	185
6388	186
6753	187
7007	188
7602	189
6364	190
6366	191
14909	192
22402	193
51322	194
51327	195
9190	196
6260	197
45580	198
6282	199
34329	200
31577	201
6082	202
51640	203
7059	204
70887	205
30834	206
7093	207
6325	208
6342	209
60326	210
6606	211
51056	212
65002	213
50678	214
16192	215
31331	216
7076	217
50707	218
7031	219
5984	220
51261	221
6334	222
30330	223
31175	224
50866	225
6839	226
51053	227
6873	228
7243	229
42770	230
51249	231
9060	232
51301	233
5979	234
45934	235
6509	236
31589	237
1952	238
22406	239
9150	240
6612	241
6397	242
9165	243
2263	244
19221	245
50867	246
6006	247
60389	248
30155	249
51647	250
51251	251
51649	252
6575	253
45333	254
19932	255
31023	256
50703	257
31324	258
32269	259
45807	260
48858	261
43506	262
48660	263
6921	264
48870	265
16481	266
6266	267
32446	268
45991	269
45055	270
45859	271
48666	272
2320	273
48667	274
31050	275
70585	276
32990	277
51057	278
31123	279
31396	280
48812	281
18108	282
19395	283
8652	284
7029	285
6623	286
44038	287
18409	288
48200	289
34470	290
6643	291
60284	292
32392	293
46823	294
23038	295
46489	296
51716	297
33673	298
31345	299
31506	300
6333	301
45892	302
7265	303
44262	304
9081	305
51170	306
6289	307
6073	308
7051	309
10830	310
30837	311
51174	312
32006	313
6261	314
6355	315
9260	316
31398	317
10026	318
31346	319
6140	320
35023	321
10638	322
6360	323
46520	324
43066	325
45216	326
7267	327
42435	328
16570	329
31124	330
9209	331
6468	332
51480	333
90077	334
9303	335
9261	336
31329	337
30010	338
7143	339
43068	340
45935	341
22413	342
46051	343
31497	344
12501	345
33059	346
51153	347
55086	348
71445	349
42180	350
6085	351
6796	352
726	353
904	354
44265	355
43414	356
46427	357
42254	358
6163	359
7015	360
6915	361
9145	362
48699	363
42063	364
8219	365
30030	366
14031	367
7409	368
51146	369
9117	370
51272	371
6007	372
6413	373
44275	374
7266	375
42219	376
46649	377
279	378
45321	379
30581	380
77	381
31401	382
30003	383
70227	384
9146	385
51402	386
30835	387
23049	388
34660	389
43193	390
16044	391
71214	392
6414	393
45596	394
30832	395
30182	396
71219	397
6897	398
9141	399
32870	400
35195	401
46700	402
7346	403
7010	404
6298	405
6513	406
7127	407
45937	408
6112	409
6486	410
51298	411
42327	412
6664	413
23036	414
375	415
6399	416
7160	417
22403	418
33967	419
71444	420
16049	421
45667	422
32507	423
70925	424
45896	425
7268	426
50770	427
7155	428
34622	429
31670	430
45047	431
51896	432
46651	433
2521	434
70727	435
48255	436
6928	437
1932	438
282	439
6304	440
60341	441
34404	442
46483	443
32940	444
42102	445
6479	446
31344	447
32388	448
51090	449
1302	450
19228	451
9144	452
44271	453
51253	454
51783	455
42157	456
34656	457
42110	458
51169	459
30073	460
10661	461
48285	462
10769	463
6259	464
16568	465
18130	466
6793	467
51439	468
6516	469
10927	470
31328	471
16310	472
33554	473
6345	474
10647	475
43623	476
35556	477
43433	478
30808	479
31325	480
6901	481
31399	482
7114	483
9124	484
31365	485
30258	486
51726	487
7047	488
1936	489
16337	490
48193	491
16050	492
34293	493
45761	494
51329	495
34330	496
33157	497
70646	498
34504	499
42992	500
